Name,Vorname,Start,End,Alternative Namen,Status,ID,Geschlecht
Bock,Wilhelm,,,,,2492,männlich
Bock (Frau des Kaspar Bock),N.,,,,,735,weiblich
Böckli,Wilhelm,,,"Póckli
Pockly",,4853,männlich
Böcklin,Matthias,,,Böcklin von Ütinger tal,,3810,männlich
Bock (Schuster),N.,,,Pogk,,10752,männlich
Bockslehen,Kaspar,,,Pockslehen,,12008,männlich
Bodmann,Eitelhans Jakob von,,,Podman,,11863,männlich
Bodmann,Eitelhans von,,vor 10.04.1490 <1490-04-10>,"Bodmen
von Bodmenn
von Bodman",,2259,männlich
Bodmann,Hans Heinrich von,,,Bodman,,11527,männlich
Bodmann,Hans Jakob von,,,"Podman
Bodman
Bodmen",Herr; Ritter,9728,männlich
Bodmann,Jakob von,,,Bodman,Herr,11133,männlich
Bodmann (der Ältere),Hans Jakob von,,,"von Bodmann der elter
von Bodman dem eltern
von Bodman den eltern
von Bodmen der elter
von Bodmen den eltern
von Bodman den elteͤren
von Bodman dem elteͤrn
von Bodmen dem elteren",Herr,4289,männlich
Bodmann (der Jüngere),Hans Jakob von,,,"von Podman
Bodmen
Bodman
Bodmann der Jüngere
von Bodmen
von Bodman
von Bodmenn
von Bodmen dem jungern
von Bodman den jungern
von Bodmen der júnger
von Bodman den júngeren
von Podman dem júngeren
von Podmann demm jüngern",Herr; Ritter,315,männlich
Bogner,Balthasar,,,Pogner,,7860,männlich
Bogner,Heinrich,,,"Pogner
Pognner",,11514,männlich
Bogner,Liebhart,,,,,12191,männlich
Bogner,Ludwig,,,"(Lutz)
Pognár
Pogner",Meister,9200,männlich
Bogner,Niklas,,,,,5165,männlich
Bogner,Sebastian,,,Pogner,,4024,männlich
Bogner (Frau des Heinrich Bogner),N.,,,,,11720,männlich
Bogner (Frau des Ludwig Bogner),N.,,,,,10872,weiblich
Bogner (Schütze),Niklas,,,Pogner,,9518,männlich
Boller,Konrad,,,,,11919,männlich
Bollinger,Hans,,,,,5702,männlich
Bollweiler,Bernhard von,,,"Bollwiller
Bolwiler",,10437,männlich
Bonaventura,Bartholomäus,,,,,4766,männlich
Bonstetten,Albrecht von,,,,Herr,402,männlich
Bösch,Konrad,,,,,6877,männlich
Böß,Paul,,,Böss,,5047,männlich
Bossinger,Konrad,,,,,1299,männlich
Boswil,Balthasar von,,,Baswil,,5942,männlich
Boswil,Eberhard von,,,Poswil,,13172,männlich
Boswil,Erhard von,,,von Boswilr,,5459,männlich
Bote,Andreas,,,"Pot
Poten
Pottn
Botn
Potten
Pottenn",,1832,männlich
Bote,Augustin,,,"Pot
Potten
Botten",,8252,männlich
Bote,Christl,,,,,13005,männlich
Bote,Erasmus,,,Potten von Muͤnichn,,10099,männlich
Bote,Erl,,,"Poten
Botten
Potten",,8571,männlich
Bote,Franz,,,"Poten
Potten
Botten",,10108,männlich
Bote,Gabriel,,,Poten,,10834,männlich
Bote,Gilg,,,Poten,,8569,männlich
Bote,Hans,,,"Pote
Potn
Bottn
Poͤten
Pott",,7778,männlich
Bote,Jakob,,,"Poten
Botten
Potten",,8189,männlich
Bote,Joachim,,,,,10832,männlich
Bote,Jos,,,Poten von Ennßhaim,,12362,männlich
Bote,Klaus,,,Poten,,12207,männlich
Bote,Kunz,,,Potten,,10080,männlich
Bote,Lenz,,,"Potn
Poten
Potten",,10075,männlich
Bote,Leonhard,,,"(Lindl)
Poten
Pot
Potten
Bottn
Botn",,1704,männlich
Bote,Lutz,,,"Poten
Potten",,2994,männlich
Bote,Martin,,,,,11244,männlich
Bote,Michael,,,Poten,,11279,männlich
Bote,Paul,,,"Botten
Poten
Potn
Pot
Pott",,8338,männlich
Bote,Ulrich,,,"Poten
Potten
dem arman Ulrichen Boten
(Utz)",,8568,männlich
Bote,Veit,,,Poten,,10083,männlich
Bote,Wilhelm,,,Pott,,12208,männlich
Bote,Wolfgang,,,"(Wölfel)
Poten
Potten
(Wolf)",,2088,männlich
Bote (der Ältere),Wolfgang,,,"(Wölfel)
dem alten Wolfel
dem alten Wölffel
dem alten Wölfel",,11068,männlich
Bote (der Kurze),Lienhard,,,dem kurtzn Lindl Botn,,10088,männlich
Bote (der Lange),Wolfgang,,,Dem langen Wölfel,,11070,männlich
Bote (Frau des Andreas Bote),N.,,,,,12127,weiblich
Bote (mit dem Bart),Lienhard,,,"Poten mit dem part
Potten mit dem partt
Potten mit dem part
Potn mit dem part",,10085,männlich
Bote (mit dem Bart),Wolfgang,,,Poten im part,,11069,männlich
Bote (mit der einen Hand),Lienhard,,,Poten mit der ain hanndt,,10089,männlich
Bote (München),Hans,,,Boten von Münnichen,,10066,männlich
Bote (Stallknecht),Wolfgang,,,Poten,,11278,männlich
Bote (Vorstadt),Lienhard,,,in der Vorstat,,10839,männlich
Bote (Wiener Neustadt),Hans,,,"Poten aus der Newenstat
Poten in der Newnstat",,10077,männlich
Bote (Wiener Neustadt),Leonhard,,,"in der Newnstat
aus der Newnstat
Potten in der Newnstat",,10829,männlich
Botsch,Christoph,,vor 27.06.1485 <1485-06-26>,Botschen,Herr; Ritter,101,männlich
Botsch,Gaudenz,,,,Ritter,2428,männlich
Botsch,Georg,,,,,2429,männlich
Bötzel,Hans,,,Boͤtzl,,8853,männlich
Bourfell,Gerardin von,,,,,2155,männlich
Brand,Hans,,,"Prannt
Prant",,11252,männlich
Brandenburg,Klaus,,,Branndenwurg,,10213,männlich
Brandis,Albert von,,,,,3791,männlich
Brandis,Burkhard von,,,"Brandissen
Branndis
Brandisser
Brandiß
Pranndiß",,2466,männlich
Brandis,Gotthard von,,,"Brandissen
Pranndesser",,2927,männlich
Brandis,Jörg von,,,"Brandesser
Brandisser
Prandisser
Prandesser
Pranndasser
Pranndisser",,636,männlich
Brandis,Leo von,,,"Brandissen
Brandisser
Pranndisser",,2929,männlich
Brandis,Ludwig von,,,"Brandiß
Brandeß
Brandiss
Prandiss
Prandis
Prandiß
Branndiß",Freiherr,842,männlich
Brandis,Ortlieb von,1430,1491-07-25,,Herr,4748,männlich
Brandis,Randolt von,,,,,5256,männlich
Brandis,Sigmund von,,,"Brandiss
Prandisser
Branndiss
Branndiß
Pranndiss
Branndes
Branndess",,1424,männlich
Brandis,Simon von,,,"Brandiß
Prandiß",Herr,12784,männlich
Brandis,Ulrich von,,,"Brandiß
Brandiss
Parndiß
Prandiss
Brandiß
Branndiß
Branndiss",Herr; Freiherr,2539,männlich
Brandis,Wolfgang von,,,Brandissen,,2928,männlich
Brandis (der Ältere),Wolfhart von,,,,,7751,männlich
Brandl,Hans,,,Prandel,,11866,männlich
Brandstetter,Niklas,,,Pranndstetter,,11295,männlich
Brandweiler,Diepold von,,,Brantwiler,,12064,männlich
Brandweiler,Hans Wilhelm von,,,Bastard von Prantwiler,,12073,männlich
Brauchli,Rudolf,,,"Branchli
Pranchler
Pranchli
Brauchlin
Prauchle
Branchlin
Prenchlein
Prauchel
Preuchel von Wintterthaw
Breuchel von Winttertewr
Breuchel von Wintterthawr
Brúchli
Brawchel von Wintertawer
Brauchli von Constentz
Prauchlý zu Costentz",,522,männlich
Brauchli,Ulrich,,,Preͤwchl von Winterthawr,,10578,männlich
Braumann,Niklas,,,"Puͤchsnmaister von Enshaim, genannt Prawman",Meister,10686,männlich
Braun,Christian,,,"Brawn
Praun
Prawner",,849,männlich
Braun,Fritz,,,Praẅn,,10311,männlich
Braun,Hans,,,Prawn,,2836,männlich
Braunberg,Algest,,,Prawnnberg,,11325,männlich
Braunberg,Hans,,,"Prawnberg
Prawmberger
Brawnberg
Praẅnberg",,8211,männlich
Braunberger,N.,,,Prawnberger,,8352,männlich
"Braun, genannt Steirer",Christoph,,,"Steyer
Steirer
Stierer
Steier
Steyrer
Prun
Prawn, genannt Steÿerer
Prawnn, den man nent Steÿerer
Braw, den man nennt Steierer",,1510,männlich
Bregenz,Hans von,,,Bregentz,,4970,männlich
Bregenz,Heinrich von,,,,Meister,10038,männlich
Bregenz,Hochwilhelm von,,,"Pregencz
Pregentz",,12260,männlich
Bregenz,Jos von,,,,,7718,männlich
Bregenz,Peter von,,,"Pregentz
Pregencz",Meister,1857,männlich
Bregenz,Simon von,,,Pregentz,,12481,männlich
Bregenzer,Hans,,,"Bregentzer
Pregnitzer",,11181,männlich
Bregenzer,Leonhard,,,Pregenntzer,,11277,männlich
Breisacher,Konrad,,,"Brisacher
Preysacher",,5179,männlich
Breisacher,N.,,,Brisachers,,8307,männlich
Breisgau,Hans,,,Brisgew,,5715,männlich
Breitacher,Stefan,,,Praitdacher,,12582,männlich
Breitenauer,Georg,,,"Braitenawer
Braitenauer
Preitenauer
Praitenauer
Praitnawer",Doktor beider Rechte,4956,männlich
Breitenauer,Konrad,,,"Braittennawer
Preýtnaẃer
Preyttnawer
Praytnawer
Braitenawr
Praitnawer
Praitenawͤer",,394,männlich
Breitenberger,Heinrich,,,,,2868,männlich
Breitenlandenberg,Hermann von,,1474-09-18,,,3840,männlich
Breitenloher,Hans,,,Braitenloer,,3652,männlich
Breitinger,Ludwig,,,"Praitinger
Preitinger
Braytinger
Praytinger
Braitinger",,4421,männlich
Brem,Konrad,,,Prem,,10184,männlich
Bremitz,Peter,,,,,9329,männlich
Brenner,Hans,,,"Prenner
Prenner von Horenberg",,1083,männlich
Brenner,Hildebrand,,,Prenner,,7302,männlich
Brenz,Peter,,,Brenntz,,13512,männlich
Brescia,Hans Matheis von,,,Brissia,,6721,männlich
Brettschleifer,Leonhard,,,"Pretschlofer
Pretschloͤfer",,12686,männlich
Breuer,Utz,,,"Brewer
Brew",,8132,männlich
Briefenschalk,Ruprecht,,,"Brieffenschalk
Bruefenschalk",,9303,männlich
Brock,Hans,,,"Prock
Prokhen
Progk
Prock von Sneckenhausen
Próck",,5667,männlich
Brock,Kaspar,,"vor 1468-03 <1468-03-15, 1468-03-01, 1468-03-31>",Prockhen,,3823,männlich
Brock,N.,,,,,3824,weiblich
Brotbauch,Ulrich,,,Protpauch,,5535,männlich
Brotführer,Ulrich,,,"Protfüerer
Protfuerer",,1040,männlich
Brotlieb,Leonhard,,vor 02.02.1486 <1486-02-01>,Protlieb,,20,männlich
Brotlieb,N.,,,,,56,weiblich
Brotmann,Hans,,,,,8393,männlich
Brotmann,N.,,,"Protmann
Protman",,5322,männlich
Brucker,N.,,,Prugker,,6195,männlich
Brucker,Reinhard,,,"Prucker
Prugker",,4589,männlich
Bruckmüller,Stefan,,,"Prugkmull(er)
Prugkmuller",,3314,männlich
Bruel,Adam von,,,Pruell,,8654,männlich
Bruel,Peter von,,,Pruel,,1677,männlich
Brugel,Konrad,,,"Prugl
Pruͤgl
Prugel
Prúgel von Peyrs",,262,männlich
Brumerkofen,Hamann von,,,Brumerkoven,,12642,männlich
Brün,Christoph,,,Pruͤn,,905,männlich
Brün,Matheis,,,Prünn,,10297,männlich
Bruneck,Gebhard von,,,von Brawnegk,,5677,männlich
Brunnberg,Hans,,,Prunberg,,5155,männlich
Brunner,Berthold,,,"(Hingeber)
Prunner
Bruͦnner",,3668,männlich
Brunner,Hans,,,,,9452,männlich
Brunner,Lienhard,,,"Prunner
Pruner",,6751,männlich
"Brunner, verh. Eppaner von Eppburg",Anna,,,"Pruͤnnerin
Prunnerin",,4249,weiblich
Brunstetter,N.,,,,,6636,weiblich
Brunstetter,Thomas,,,Brunsteter,,6635,männlich
Bubenhofen,Hans Kaspar von,,,,,4983,männlich
Bubenhofen,Jörg von,,,"Pübenhofor
Pubenhofer
Puebenhover
Puebenhoffer
Bubenhofer",,3616,männlich
Bubenhofen (Frau des Jörg von Bubenhofen),N. von,,,Bubenhofer,,12045,weiblich
Büch,Hans von,,,Buch,,2282,männlich
Buchenberger,Konrad,,,"Puechenperger
Puchenperger",,6081,männlich
Büchsenknecht,Jörg,,,Püchsenknecht von Walnstat,,10361,männlich
Büchsenmeister,Bernhard,,,Puͤchsnmaister,,10813,männlich
Büchsenmeister,Claude,,,"Claude Puchsnmaister
Claude Puͤchsnmaister
Claude Púchsnmaister",,8739,männlich
Büchsenmeister,Eberhard,,,Puchsenmaister,,8861,männlich
Büchsenmeister,Gabriel,,,Puchsenmaister von Mülhausen,,13335,männlich
Büchsenmeister,Georg,,,"Puͤchsnmaister von Drackhenstain
Puͤchsnmaister von Bregencz
Puchsnmaister von Ragatz
Puchsenmaister
von Ragatz
Puchsenmaister von Ragatz
Puchsnmaister
Püchsnmaister
Puͤchsnmaister
Puͤchsnmaister von Veltkirch
Puchsenmaister von Velkirchen",Meister,3701,männlich
Büchsenmeister,Hans,,,,Meister,4485,männlich
Büchsenmeister,Hans,,,Puchsenmaister,Meister,5377,männlich
Büchsenmeister,Klaus,,,Puͤchsnmr.,Meister,9224,männlich
Büchsenmeister,Michael,,,Puͤchsnmaister,,10703,männlich
Büchsenmeister,Niklas,,,"Puͤchsenmaister
Puͤchsnmaister
Puchsnmaister
Puͤxenmaister",Meister,6233,männlich
Büchsenmeister,Peter,,,Puͤchsenmaister,Meister,6455,männlich
Büchsenmeister,Philipp,,,Puchsenmaister von Mülhausen,,13419,männlich
Büchsenmeister,Ruprecht,,,Püchsenmaister,,13426,männlich
Büchsenmeister,Ulrich,,,Püchsenmeister,Meister,4356,männlich
Büchsenmeister (Frau des Niklas Büchsenmeister),N.,,,,,9147,weiblich
Büchsenmeister (Würzburg),Hans,,,Puchsenmaister von Wúrtzpurg,Meister,11010,männlich
Büchsenschmied,Michael,,,Puͤchsnschmid,,8890,männlich
Büchsenschütze,Erkenbrecht,,,Puͤchsnschuͤczen von Nuͤrmberg,,10887,männlich
Bulach von Rottweil,Gebhard,,,,,1487,männlich
Bünau,Bartholomäus,,,"Buͦnna
Prünna",,5789,männlich
Bünau,Günther von,,,von Bunnaw,,5617,männlich
Burckhaimer,N.,,,,Doktor,3249,männlich
Burggraf,Amalia,,,,,3631,weiblich
Burggraf,Georg,,,"Burckgraffen
Purgkgraffen
Burgkgraffen
Purckgraffen von Zusmegkh
Burggr.
Burkgrafen
Burggraven
Buͤrgg.
Burgkraffen
Burkgrafen
Burkgraven
Burgraven
Burgraven von Zusmegk
Burgraf
Púrgraf von Zusnnegk
Purgraff
Burckgraf
Purckgraven
Burgkgraven
Burckgraven von Zusmegk
Burckgraven zw Zusmegk",,579,männlich
Burggraf,Konrad,,,,,3632,männlich
Burggraf,Konrad,,,,,5492,männlich
Burggraf,Stoffel,,,Burgkgraven,,13535,männlich
Burggraf zu Lienz und zum Lueg,Balthasar,,,,,4873,männlich
Burgstall,Erasmus von,,,,,1081,männlich
Burgstaller,Hans,,,"Burgkstaller
Burgstaler",Herr,1819,männlich
Burgstaller,Niklas,,,Burgstaler,Herr,12747,männlich
Burgstaller,Ulrich,,,,,6669,männlich
Burnell (?),Reisch,,,,,7749,männlich
Buttler,Christian,,,Bullter aus Hessen,,11447,männlich
Cades,Peter von,,,Petrus de Cades,,4148,männlich
Calaus,Wenzel,,,"Calawͤs
Colaus
Kolaus
(Wentzla)
(Watzla)
Chalaws",,1948,männlich
Caldes,Franz von,,,Caldeser,,2938,männlich
Caldes,Jakob von,,,,,4189,männlich
Caldes,Prettl von,,vor 1466-01-04 <1466-01-04>,"Kaldess
Kaldes",,1670,männlich
Caldes,Vinamand von,,,,,4190,männlich
Callis,Heinrich,,,,Doktor,9146,männlich
Calopin,Jörg,,,,,6709,männlich
Calopin,N.,,,,,6710,weiblich
Calopin,Thomas,,,Colopin,,9247,männlich
Calopinis,Calopino de,,,,Doktor,5522,männlich
Calopin (m),N.,,,Colopin,,9264,männlich
Capel,Hertwig von,,,Capál,,5115,männlich
Castelalt,Franz von,,,von Kastlalt,,2947,männlich
Castelbark,Friedrich von,,,,,2483,männlich
Castelbark,Georg von,,,"Kastelwart
Castlbark
Castelwarckh
Castellwarkh
Castelbarckg
Castlbarck
Castelbargk",,1874,männlich
Castelbark,Jakob von,,,Castro Romano,,3225,männlich
Castelbark,Johann von,,vor 25.01.1471 <1471-01-25>,Castelbarco,,1666,männlich
Castelbark,Matthias von,,vor 04.02.1499 <1499-02-03>,"Kastelwardt
Kastelwart
Castelwart
Kastlbargk
Castellwargk
Castellwarkg
Kastellwarck
Castlbargkh
Castelwarckh
Castellwarkh
Castlbarkh
Castlbarkhen
Castlbargk
Castlbarckg
Castelbarckg
Castlbarck
Castelbargk
Cástlbarkh
Castelbarck
Kasterbarkh
Kastelbarckt
(Matthäus)
Castewarcker
Castelbarckt
Kastelbarck
Castlwarck",Herr; Freiherr,878,männlich
Castelbark,N. von,,,"Kastelwargkers
von Castelbarck
Castellwarcker
Kastelwarker",,6209,männlich
Castluof,Thomas von,,,,,4876,männlich
Castro Romano,Jakob von,,,Castelbark,,3224,männlich
Cavalli,Anna,,,Ross,,3057,weiblich
Cavalli,Antonio,,,"vom Roß
vom Ross
von Caballis
vom Rosß
de Caballis",,298,männlich
Cavalli,Maria,,,Ross,,2636,weiblich
Cham,Konrad von,,,von Kam,,451,männlich
Christ,Sebastian,,,"Krist
Kristan
Crist",,1940,männlich
Christian,Georg,,,Cristan,,5124,männlich
Christian,Michael,,,"Cristan
Cristann",,11033,männlich
Chur,Hans von,,,,Herr,8425,männlich
Clävinger,Heinrich,,,"Cláuinger
Clávinger",,6493,männlich
"Clävinger, verh. Fuchsmagen",Priska,,,,,3279,weiblich
Cles,Bernhard von,1485-03-11,1539-07-30,,,7398,männlich
Cles,Georg von,,,"Gless
Gles
Gless
Gleß
Glóss",,2935,männlich
Cles,Hildebrand von,,,"Gless
Gles",,334,männlich
Compelierer,Remigius,,,,,8971,männlich
Conzett,Lienhard,,,Conzetten,,4228,männlich
Conzett,Paul,,,,,9644,männlich
Conzett,Rudolf,,,"Concet
Contzett",,9642,männlich
Conzin,Bartholomäus,,,Concin,,7357,männlich
Conzin,Christoph,,,Concin,,7254,männlich
Conzin,Konrad,,,Konrad Contzin,Doktor,6976,männlich
Coreth,Antoni von,,vor 1468-04-06 <1468-04-06>,"Cored
Coret
Corett",,3370,männlich
Coreth,Michael von,,,Coret,,6092,männlich
Costede,Johannes,,,,,6728,männlich
Costede,N.,,,,Meister,10400,männlich
Cschupscher,Georg,,,,,7174,männlich
Curdin,Jörg,,,"Curdin von Maÿenfeld
Cordin",,9585,männlich
Cusanus,Nikolaus,1401,1461-08-11,"Nikolaus von Kues
Nikolaus Krebs",,1297,männlich
Custor von Rosenberg,Jos,,,"Gustor
Custor
Kuster von Rosenberg
Kuster
Custer von Rosenberg",,1141,männlich
Dachauer,Hans,,,"Tachawer
Dachawer
Tachauer
Dachawer gesessen zu Newnburg
Dachawer zu Newnburg
Dachauer von Neunburg",,8813,männlich
Dachelshofer,Hans,,,"Dachelshover
Tachelshover",,12873,männlich
Dachs,Georg,,,,,4503,männlich
Dachs,Wolfgang,,,,,2276,männlich
Dächser,Oswald,,,,,7848,männlich
Dachsfelden,Peter von,,,Tachswelden,,10515,männlich
Dalran (?),N.,,,,,10848,männlich
Dapfart,Mang,,,Daphart,,7069,männlich
Darm,Hans,,,"Darmm
Daun",,3081,männlich
David (Daindt),Hans,,,"Davit
Davidt
Daindt",,10727,männlich
Davos,Peter von,,,ob Tafas,,4741,männlich
Davos,Valentin von,,,"von Tavass
Tafas",,4442,männlich
Davoser,Hans,,,Dafaser von Sluderns,,11187,männlich
Davoser,Kaspar,,,Tavaser,,13015,männlich
Davoser,N.,,,Tavaser inn Sulden,,11086,männlich
de Attisa,Johann,,,welscher Arzt,Meister,8593,männlich
Dechtel,Martin,,vor 1465-11-14 <1465-11-14>,,Herr,9787,männlich
Deisenhauser,Georg,,,Desnhauser von Murnaw,,10492,männlich
Delfin,Hans,,,Telfin,,12010,männlich
Deutsch,Augustin,,,"Teͤtschen
Teuͤtschen",,3675,männlich
Deutsch,Wilhelm,,,"Teutschen
Teuͤtschen",,619,männlich
Deutsch,Wolfgang,,,"Teutsch
Teutschen
Teüutschen
Taẃtschen
Tewͤtschen
Tenntsch
Tentsch",,2730,männlich
Diemer,Adam,,,,,4989,männlich
Diemer,Hans,,,,,12982,männlich
Dieperskircher,Hans,,,"Dieperskirch
Diepperskircher
Dÿeperskircher
Dyeperskircher
Diebeltskircher
Dieperschircher
Dieperßkircher
Dÿepperskircher",,2198,männlich
Dieperskircher,N.,,,Diepoltzkircher,,6536,männlich
Dieperskircher (der Ältere),N.,,,dem alten Diepolskircher,,12234,männlich
Dieperskircher (der Jüngere),Georg,,,"Dierperskircher
Dyeperskircher
Dieperskircher dem jungern
Dieppersskircher
Dieperßkircher
Diepersskircher
Diepolczkircher
des jungen Dieperßkircher",Herr,994,männlich
Diesbach,Wilhelm von,,,Diespach,,6887,männlich
Diesser,N.,,,,,6599,weiblich
Dietl,Hans,,,Dietel,,10913,männlich
Dietl,Leonhard,,,Dÿetel,,5220,männlich
Dietrich,Johannes,,,"Diettreich von Königshofen
Dietrich von Kunigshofen",,6445,männlich
Dietrichinger,Wolfgang,,,Dietricher,,9835,männlich
Dillinger,Mang,,,,,12171,männlich
Dinghauser,Sigmund,,,Dingkhawser,,6702,männlich
Distlinger,Burkhard,,,,,8240,männlich
Donner,Andreas,,,"Doner
Donr
Tonner",,2731,männlich
Dörfl,Jörg,,,Doͤrffl,,10408,männlich
Dorn,Dorothea,,,,,5600,weiblich
Dorn,Heinrich,,vor 08.05.1471 <1471-05-07>,,,2358,männlich
Dorn,Konrad,,,,,2357,männlich
Dorn,Ursula,,,,,5599,weiblich
Dorn,Wolfgang,,,,,13610,männlich
Dornberg,Thomas von,,,"Dornberger
Dornbergers
Tornberger
Tornberg",,1278,männlich
Dorn (der Ältere),Hans,,,Dornn,,2345,männlich
"Dorn, verh. Treutinger",Barbara,,,,,13611,weiblich
"Dorn, verh. Überlinger",Ursula,,,"Uberlingerin
Dornin",,11107,weiblich
"Dorn, verh. Wieshaid",Anna,,,,,13609,weiblich
"Dorsperger, genannt Schilcher",Konrad,,,,,5160,männlich
Drächsel,Heinrich,,,Drechselen vom Kochelsee,,3800,männlich
Drächsel,Jörg,,,Dráchsel,,1639,männlich
Drächsel,Leonhard,,,Traͤchsel,,1753,männlich
Dräer,Ulrich,,,Draͤer,,8194,männlich
Dratt,Hans von,,,Drat,,10621,männlich
Dreier,N.,,,Dreÿer,,9776,männlich
Drescher,Hans,,,Drescher zu Rewͤtt,,9278,männlich
Dünkel,Hans,,,"Dünckel
Dúnckel
Duͤnckler
Dunckel
Dinkel
Dinckel
Dunckl
Dinckl
Dinkil
Dunkhil
Tünckil
Dünkil
Tinkil
Tunkil
Tunkhil
Tünkil
Tünnkil",,1026,männlich
Durch den Busch,Hans,,,Durchdenpusch,,9335,männlich
Durch den Wind,Wilhelm,,,"Durch den Wint
Durch den Windt
Durchdenwind
Durchdenwinndt",,2681,männlich
Durchlsteiner,Michael,,,"Durchlstainer
Duͤrchlsteiner",,6358,männlich
Durlach,Hans,,,"Turlach
Tuͤrlach",Doktor,10633,männlich
Durr,Martin,,,,,8052,männlich
Dürrheim,Eberhard von,,,Dirhaim,,12312,männlich
Dürrheim,Erhard von,,,Dierhamer,,12666,männlich
Dürrheim,Wilhelm von,,,Dierbhaim,,12992,männlich
Durrnheim,Wilhelm von,,,,,4993,männlich
Durst,Hans,,,,,2679,männlich
"Ebel, genannt Kochler",Hans,,,"Köchlen
Köchler
Ebel, genannt Kochler
Kochel
Eblin, genannt Kóchlin
Kóchlen
Eblin
Eblin, den man mennt Köchlin",,592,männlich
Eben,Friedrich von,,,,,3043,männlich
Ebenhoch,Konrad,,,,,4713,männlich
Ebenstein,Georg von,,,Ebenstain,,2009,männlich
Ebenstetter,Adolf,,,Ebenstetter von Wasserbuͤrg,,4244,männlich
"Eben, verh. Nesius",Offmey von,,,,,7952,weiblich
Eberhard,Johannes,,,,,12781,
Eberhart,Lorenz,,,,,8064,männlich
Eberlein,Hans,,,,,10951,männlich
Eberlein,Konrad,,,,,4254,männlich
Eberstein,Hans von,,vor 10.08.1478 <1478-08-10>,Eberstain,Graf,331,männlich
Eberstein,Jörg von,,,Eberstain,,6365,männlich
"Eberstein (Frau des Hans Eberstein, genannt Horneck)",N. von,,,,,695,weiblich
"Eberstein, genannt Horneck",Hans von,,,"Hurnegk
von Eberstain, genannt Hornegk
Hornegk
Hurnegken
Eberstain
Hönegker
Hurneck
Horneck
Eberstain, genannt Hurneck",,581,männlich
"Eberstein, genannt Tirol (der Jüngere)",Hans von,,,"Eberstain, genant Tirol, der junge
Tirol der jung
Tirol",,13233,männlich
Eberwein,Kaspar,,,,,2976,männlich
Eberwein,Michael,,,,,11808,männlich
Eberwein,Paul,,,,,11317,männlich
Ebner,Johannes,,1460-08-03,,,6607,männlich
Ebser,Ott,,vor 07.02.1473 <1473-02-07>,,,5425,männlich
Eck,Heinz,,,Egk,,13367,männlich
Eckartsau,Georg von,,,,,4023,männlich
Eckelstein,Ruprecht,,,Eckelstain,,9812,männlich
Ecker,Hans,,,"Egker
Eker",,5843,männlich
Ecker,Heinrich,,,,,2775,männlich
Ecker,Veronika,,,,,5844,weiblich
Eckhard,Paul,,,"Egkhart
Eckhart",,8535,männlich
Eckstetter,Ruprecht,,,"Egsteter
Egksteter
Egsteter
Egstetter",,3221,männlich
Edel (?),Hans,,,,,6085,männlich
"Efringer, verh. von Ramstein",Agnes,,,,,7128,weiblich
Egenberger,Heinrich,,,,,11986,männlich
Egerdacher,Johannes,,,,,6363,männlich
Egerer,Hans,,,Egrer,,5295,männlich
Egerer,Konrad,,,"Egrer
Egrár",,6907,männlich
Eglinger,Heinz,,,,,12617,männlich
Egli von Herdern,Hans Konrad,,,,,5084,männlich
Egloff,Ludwig,,,,,1598,männlich
"Eglsee, genannt Feigensteiner",Stefan von,,,"Egelsee, genannt Veygenstainer",,3175,männlich
"Eglsee, genannt Feigensteiner",Wilhelm von,,,Veigenstainer,,2940,männlich
"Eglsee, genannt Feigensteiner",Wolfgang von,,,,,2939,männlich
Ehelich,Hans,,vor 12.09.1489 <1489-09-12>,Eelich,,12821,männlich
Ehelich (Sohn),Hans,,,Eelichen,,12823,männlich
Ehingen,Hans von,,,Echingen,,4059,männlich
Ehingen,Matheis von,,,Ehinger,,12111,männlich
Ehingen,Philipp von,,,,,4996,männlich
Ehingen,Wilhelm von,,,,Meister,11730,männlich
Eicher,Anna,,,Eycherin,,3807,weiblich
Eicher,Dietrich,,,Eycher,,10963,männlich
Eicher,Georg,,,"Aichner
Aicher",,4208,männlich
Eicher,Hans,,,"Eÿcher
Eýcher von Biringen
Eÿcher von Buringen",,3666,männlich
Eicher,N.,,,Aicher,,3738,männlich
Einkaufer,Hans,,,Einkauffer,,8863,männlich
Einkaufer,Konrad,,,Ainkofer,,11028,männlich
Eisengrein,N.,,,"Eysengrein
Eysngrein",,8855,männlich
Eisenhofen,Georg von,,,,,2196,männlich
Eisenhofer,Benina,,,Penyna,,8186,männlich
Eisenhofer,Ulrich,,vor 1461-05-04 <1461-05-04>,Eysenhofers,,8185,männlich
Eisenhut,Erhard,,,"Eysenhutt
Eÿsnhuet
Eysenhuet
Eÿsenhuet
Eisenhuet
Aluhut",,4522,männlich
Eisenmanger,Jörg,,,,,13076,männlich
Eisennickel,Johann,,,"Eysennickel
Eysnmükl
Eysnmuͤkl
Eysennickel
Eysennickeli
Eysennickel",,8378,männlich
Eitenhauser,Elisabeth,,,Marstallerin,,10279,weiblich
